id,edad,comuna,estrato,genero,gpoblacional,nivel_educativo,e_ingresos,e_sustento,e_talento,e_problematica,e_pasion,e_investigativo,aprendizaje_activo,creatividad_originalidad,pensamiento_alto,resolucion_problemas,liderazgo,gestion_tiempo,inteligencia_emoc,diseno_tecnologico,destrezas_manuales,gestion_finanzas,pensamiento_analitico,habilidades_visuales,fort_habillidades,toma_decisiones,ano_inicio,prim_emprend,bien_servicio,desc_bien,desarrollo_empren,rol,ingresos_sostenimiento,personas_empren,remuneracion,legal_vigente,tendencia,financiamiento,abandono,motivo_a,formalizacion,innovacion,presentacion_inn,sostenibilidad_ambiental,herramientas_tecnol,tecnologia,redes_sociales,apoyo_institucional,articulacion,acercamiento,ecosistema_emprendedor
488,26,Corregimiento San Cristobal,3,Hombre,Ninguno de los anteriores,Pregrado,7,7,7,7,7,7,5,5,4,5,5,7,6,5,5,6,6,5,"Pensamiento critico, Liderazgo, Inteligencia emocional",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,Clases de patinaje,Produccion y comercializacion,Distribuir y llevar el producto al cliente para su consumo,No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,Si,COVID 19,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Matricula de Industria y Comercio, Registro Mercantil, Informar a la oficina de planeacion municipal sobre el inicio de actividades",No,,Si,No,,"Instagram, Whatsapp","Formacion, Concurso",No,,4
489,26,Comuna 4-Aranjuez,2,Hombre,Victima del conflicto armado,Secundaria,5,5,7,6,6,5,6,6,6,6,7,7,6,5,6,5,6,6,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,app del sistema 123,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,Analisis de datos y toma de decisiones,"Whatsapp, app",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",5
490,27,Comuna 3-Manrique,2,Hombre,Ninguno de los anteriores,Pregrado,4,4,6,7,7,5,6,5,6,6,7,6,6,1,1,6,6,1,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Resolucion de problemas, Liderazgo, Inteligencia emocional, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Conectar personas que ofrecen servicios con personas necesitan dichos servicios. ,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,5
491,20,Comuna 15-Guayabal,2,Mujer,Ninguno de los anteriores,Secundaria,7,4,4,1,4,0,5,7,5,3,0,0,2,1,5,0,3,1,"Pensamiento critico, Resolucion de problemas, Inteligencia emocional",Poco comodo,2020,"Si, es mi primer emprendimiento",Ambos,entretenimiento ,Idea,,,,,,,,,,,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,No,,Ninguna,Ninguna,No,,1
492,23,Comuna 9-Buenos Aires,2,Mujer,Ninguno de los anteriores,Secundaria,6,7,7,2,7,4,7,7,3,7,5,5,6,2,2,5,5,4,"Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Muy comodo,2015,"Si, es mi primer emprendimiento",Ambos,confecciono ropa de dama ,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Facebook, Instagram, Whatsapp",Ninguna,No,,5
493,23,Comuna 10- La Candelaria,3,Mujer,Ninguno de los anteriores,Pregrado,5,3,5,7,7,0,6,4,4,5,5,4,5,4,4,4,6,6,"Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional",Relativamente comodo,2016,"Si, es mi primer emprendimiento",Ambos,"Soluciones digitales, educacion, eventos, promocion.",Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,No son una fuente determinante de los ingresos del hogar,1 a 5 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,Si,Problemas financieros,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",No,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Facebook, Instagram, Whatsapp",Ninguna,No,,5
494,24,Comuna 16- Belen,3,Mujer,Ninguno de los anteriores,Posgrado en curso,7,3,4,0,7,7,5,5,6,6,6,5,7,4,3,7,5,6,"Creatividad, originalidad e iniciativa, Destrezas manuales, resistencia y precision, Habilidades visuales y discursivas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Tengo un consultorio virtual, en el cual por medio de plataformas para videollamadas como Zoom, Meet o WhatsApp, brindo asesorias nutricionales en distintos temas como son:
* Lactancia Materna y Alimentacion Complementaria
* Consulta nutricional con mujeres gestantes o que desean gestar
* Poblacion vegetariana/vegana 
* Poblacion con enfermedades cronicas no transmisibles como Diabetes, Sobrepeso y Obesidad, Hipertension, Dislipidemias, Enfermedad Renal Cronica, Cancer.

A todos se les realiza un plan alimentario individualizado de acuerdo a sus estado de salud, sus gustos, creencias, habitos, su ritmo de vida, perfil socioeconomico. Tambien se realiza acompanamiento via WhatsApp por si tienen dudas o inquietudes respecto al plan de alimentacion.

Otro servicio es el de talleres para padres sobre alimentacion para la infancia en conjunto con otros profesionales como psicologos que tratan temas como pautas de crianza.",Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,No son una fuente determinante de los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,No,,Ninguno de los anteriores,No,,No lo se,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Facebook, Instagram, Whatsapp",Ninguna,Si,Formacion de red o equipo articulado,6
495,19,Corregimiento Santa Elena,3,Mujer,Ninguno de los anteriores,Pregrado en curso,6,5,7,6,6,0,5,6,6,6,7,5,6,5,7,4,6,5,"Gestion del tiempo y coordinacion, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Bien,"Tejidos en mostacilla e hilo, como aretas, manillas, tobilleras, anillos, collares y atrapasuenos. ",Produccion y comercializacion,"Proveer materias primas e insumos a otros emprendimientos, Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son relativamente importantes en los ingresos del hogar,No hay personas adicionales involucradas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Apoyo de familiares, amigos u otros.",Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Instagram, Whatsapp",Acompanamiento tecnico o asesoria,No,,3
496,26,Comuna 10- La Candelaria,3,Hombre,Ninguno de los anteriores,Tecnica,5,5,7,7,7,7,7,6,7,7,7,3,2,7,7,4,5,5,"Liderazgo, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Ambos,"Accesorios para juegos de fantasia como dados, tableros y maquetas
Servicios de desarrollo de contenidos para juegos de fantasia y eventos geek
Fabricacion artesanal de accesorios
Sesiones de juego organizado y jornadas de aprendizaje de juegos de rol",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp, Discord",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",6
497,23,Comuna 10- La Candelaria,3,Hombre,Ninguno de los anteriores,Pregrado en curso,5,7,6,1,4,0,6,5,7,5,6,4,4,5,5,5,5,6,"Gestion del tiempo y coordinacion, Inteligencia emocional, Destrezas manuales, resistencia y precision",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Servicio,"Presto servicios audiovisuales y de fotografia en multiples espacios sociales, empresariales, corporativos y familiares.",Idea en estado avanzado,,,,,,,,,,,Si,No lo se,Si,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales",Facebook,Ninguna,Si,Cooperacion,4
498,28,Comuna 12- La America,5,Mujer,Ninguno de los anteriores,Pregrado,6,2,6,4,1,0,6,4,7,6,6,3,3,3,2,4,6,6,"Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Produccion audiovisual corporativa,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Entre 2 y 3 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Apoyo de familiares, amigos u otros.",No,,"Registro unico Tributario (RUT), Registro Mercantil",Si,"Las caracteristicas del bien/servicio que ofreces, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales","Instagram, Whatsapp, Youtube",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",5
499,20,Comuna 9-Buenos Aires,2,Hombre,Ninguno de los anteriores,Pregrado en curso,7,3,3,3,7,2,7,7,7,7,7,7,7,7,7,7,7,7,"Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Ambos,Lo que necesitan las personas ,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",7
500,25,Comuna 9-Buenos Aires,1,Mujer,Ninguno de los anteriores,Secundaria,7,7,7,7,7,7,7,7,7,7,0,7,7,0,0,7,7,7,"Liderazgo, Diseno tecnologico y programacion, Habilidades visuales y discursivas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,porque me genera  empleo y puedo interactuar con la gente,Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,No,,"Facebook, Whatsapp",Ninguna,No,,7
501,23,Comuna 9-Buenos Aires,3,Hombre,Ninguno de los anteriores,Pregrado,5,5,6,6,7,1,7,7,5,6,7,3,4,5,6,7,7,6,"Liderazgo, Inteligencia emocional, Diseno tecnologico y programacion, Habilidades visuales y discursivas",Muy comodo,2020,"No, ya he emprendido antes",Ambos,"Conectar el campo con las personas con herramientas tecnologicas, ayudandoles a los agricultores a un precio mas justo.",Idea en estado avanzado,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,5
502,26,Comuna 8-Villa Hermosa,1,Mujer,Victima del conflicto armado,Tecnica,0,5,5,5,5,0,3,6,7,7,7,7,7,6,6,6,7,7,"Aprendizaje activo y estrategico, Liderazgo, Gestion de las finanzas",Poco comodo,2020,"Si, es mi primer emprendimiento",Ambos,El bien un negocio propio y posibilidad de jenerar empleo y mejor  calidad de vida ,Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son relativamente importantes en los ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Entre 1 y 2 SMMLV,La produccion es constante durante el ano,Ahorros familiares,Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,No,,Ninguna,Ninguna,No,,6
503,27,Comuna 5- Castilla,3,Hombre,Ninguno de los anteriores,Tecnologia,7,6,5,5,6,0,4,7,3,3,6,6,6,3,6,0,0,0,"Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2020,"No, ya he emprendido antes",Servicio,"Gestion de Procesos ambientales, de seguridad y salud en el trabajo y talento humano ",Idea en estado avanzado,,,,,,,,,,,No,,Si,No,,"Facebook, Twitter, Instagram, Whatsapp",Ninguna,No,,1
504,28,Comuna 2- Santa Cruz,2,Hombre,Ninguno de los anteriores,Tecnologia en curso,3,6,7,6,7,7,7,6,7,7,7,6,5,5,4,5,5,5,"Liderazgo, Inteligencia emocional",Relativamente comodo,2007,"Si, es mi primer emprendimiento",Servicio,Formar jovenes en musica y prestar servicios de banda musico marcial a todo tipo de organizacion,Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,No son una fuente determinante de los ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,"La produccion es ciclica, responde a una fecha o temporada especifica del ano","Apoyo de actores institucionales, Prestacion de servicios musicales",Si,Problemas financieros,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Registro Mercantil",Si,No lo se,No lo se,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Concurso, Otra",Si,"Intercambio de experiencias, Cooperacion",3
505,25,Comuna 15-Guayabal,3,Mujer,Ninguno de los anteriores,Tecnologia,7,6,7,7,7,1,6,6,5,7,6,4,4,4,4,5,6,6,"Creatividad, originalidad e iniciativa, Inteligencia emocional, Pensamiento analitico e innovacion",Relativamente comodo,2016,"Si, es mi primer emprendimiento",Ambos,"Visibilizamos, promovemos y apoyamos el deporte de ruedas, con material audiovisual, eventos y patrocinios; ademas le apostamos al empoderamiento femenino y la movilidad sostenible a traves del deporte y el emprendimiento. Tambien ofrecemos prendas comodas, de calidad y con estilo para estar activos y saludables.",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Algunas de ellas reciben remuneracion,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Salario ,Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",3
